,kepid,koi_disposition
4011,7778621,CONFIRMED
4013,7778767,CONFIRMED
4014,7779077,CONFIRMED
4015,7779942,FALSE POSITIVE
4016,7798259,FALSE POSITIVE
4017,7799701,FALSE POSITIVE
4018,7800285,FALSE POSITIVE
4020,7802136,FALSE POSITIVE
4021,7802719,CONFIRMED
4022,7804128,FALSE POSITIVE
4023,7808587,CONFIRMED
4024,7809049,FALSE POSITIVE
4025,7810483,CONFIRMED
4026,7811057,FALSE POSITIVE
4029,7811537,FALSE POSITIVE
4030,7812167,FALSE POSITIVE
4031,7812175,FALSE POSITIVE
4032,7812179,FALSE POSITIVE
4033,7812455,FALSE POSITIVE
4037,7815744,CONFIRMED
4038,7815931,FALSE POSITIVE
4039,7816665,FALSE POSITIVE
4040,7816680,FALSE POSITIVE
4042,7818447,FALSE POSITIVE
4043,7819520,FALSE POSITIVE
4045,7821010,FALSE POSITIVE
4046,7825899,CONFIRMED
4047,7826620,CONFIRMED
4048,7826659,CONFIRMED
4050,7830321,FALSE POSITIVE
4051,7830637,FALSE POSITIVE
4053,7831264,CONFIRMED
4054,7831363,FALSE POSITIVE
4055,7832356,CONFIRMED
4062,7837302,FALSE POSITIVE
4063,7837526,FALSE POSITIVE
4064,7837733,FALSE POSITIVE
4065,7838639,FALSE POSITIVE
4066,7838655,FALSE POSITIVE
4067,7838675,CONFIRMED
4068,7838906,FALSE POSITIVE
4069,7840035,FALSE POSITIVE
4070,7840044,FALSE POSITIVE
4071,7841368,FALSE POSITIVE
4072,7841925,CONFIRMED
4073,7841986,FALSE POSITIVE
4074,7842610,FALSE POSITIVE
4075,7846730,FALSE POSITIVE
4076,7847104,FALSE POSITIVE
4077,7847927,FALSE POSITIVE
4078,7849854,CONFIRMED
4079,7866914,FALSE POSITIVE
4080,7866921,FALSE POSITIVE
4081,7868092,FALSE POSITIVE
4083,7869917,CONFIRMED
4084,7870032,CONFIRMED
4085,7870250,FALSE POSITIVE
4086,7870282,FALSE POSITIVE
4087,7870390,CONFIRMED
4088,7871395,FALSE POSITIVE
4089,7871954,CONFIRMED
4090,7874976,FALSE POSITIVE
4091,7877496,CONFIRMED
4092,7877818,FALSE POSITIVE
4093,7877820,FALSE POSITIVE
4094,7877824,FALSE POSITIVE
4095,7877978,CONFIRMED
4096,7879433,CONFIRMED
4097,7879648,FALSE POSITIVE
4099,7882360,FALSE POSITIVE
4100,7884986,FALSE POSITIVE
4101,7885494,FALSE POSITIVE
4102,7885518,FALSE POSITIVE
4103,7885558,FALSE POSITIVE
4104,7885570,FALSE POSITIVE
4105,7886329,FALSE POSITIVE
4107,7887890,FALSE POSITIVE
4109,7888957,FALSE POSITIVE
4110,7889486,FALSE POSITIVE
4111,7891264,FALSE POSITIVE
4113,7897936,FALSE POSITIVE
4114,7898352,CONFIRMED
4115,7898576,FALSE POSITIVE
4117,7900100,FALSE POSITIVE
4118,7900114,FALSE POSITIVE
4119,7900450,FALSE POSITIVE
4120,7900695,FALSE POSITIVE
4121,7900727,FALSE POSITIVE
4123,7901948,CONFIRMED
4126,7902719,FALSE POSITIVE
4127,7903086,FALSE POSITIVE
4129,7906671,FALSE POSITIVE
4130,7906739,FALSE POSITIVE
4133,7907423,CONFIRMED
4135,7908367,CONFIRMED
4136,7910148,FALSE POSITIVE
4137,7914906,FALSE POSITIVE
4138,7916058,FALSE POSITIVE
4140,7918172,FALSE POSITIVE
4141,7918217,FALSE POSITIVE
4144,7918992,CONFIRMED
4145,7919516,FALSE POSITIVE
4146,7919653,FALSE POSITIVE
4147,7919867,FALSE POSITIVE
4148,7935997,FALSE POSITIVE
4149,7936194,FALSE POSITIVE
4150,7938468,FALSE POSITIVE
4151,7938496,CONFIRMED
4152,7938499,FALSE POSITIVE
4153,7938883,FALSE POSITIVE
4156,7940533,FALSE POSITIVE
4157,7941200,CONFIRMED
4158,7941635,FALSE POSITIVE
4159,7943535,FALSE POSITIVE
4160,7947631,FALSE POSITIVE
4161,7948619,FALSE POSITIVE
4162,7948784,CONFIRMED
4165,7950644,CONFIRMED
4166,7950775,FALSE POSITIVE
4167,7951018,CONFIRMED
4169,7955301,FALSE POSITIVE
4170,7955580,CONFIRMED
4171,7959310,FALSE POSITIVE
4172,7960295,FALSE POSITIVE
4173,7960547,FALSE POSITIVE
4174,7960980,CONFIRMED
4175,7967100,FALSE POSITIVE
4176,7967210,FALSE POSITIVE
4177,7967517,FALSE POSITIVE
4178,7967861,FALSE POSITIVE
4179,7968683,FALSE POSITIVE
4180,7970194,FALSE POSITIVE
4181,7970629,FALSE POSITIVE
4182,7970760,FALSE POSITIVE
4183,7971389,FALSE POSITIVE
4184,7972785,FALSE POSITIVE
4186,7975727,FALSE POSITIVE
4187,7976136,FALSE POSITIVE
4188,7976435,FALSE POSITIVE
4190,7977197,CONFIRMED
4191,7978202,CONFIRMED
4193,7982917,FALSE POSITIVE
4195,7983756,FALSE POSITIVE
4198,7985167,FALSE POSITIVE
4199,7985733,FALSE POSITIVE
4200,7987086,FALSE POSITIVE
4201,7987749,FALSE POSITIVE
4202,7987866,CONFIRMED
4203,7989422,FALSE POSITIVE
4204,8004903,CONFIRMED
4207,8007262,FALSE POSITIVE
4208,8007644,CONFIRMED
4210,8008067,CONFIRMED
4211,8008128,FALSE POSITIVE
4212,8008206,CONFIRMED
4213,8008913,FALSE POSITIVE
4214,8009350,CONFIRMED
4215,8009496,FALSE POSITIVE
4216,8009500,FALSE POSITIVE
4218,8012732,FALSE POSITIVE
4219,8013289,FALSE POSITIVE
4221,8013439,CONFIRMED
4222,8015907,CONFIRMED
4223,8016211,FALSE POSITIVE
4224,8016214,FALSE POSITIVE
4226,8016691,CONFIRMED
4228,8017703,CONFIRMED
4230,8019043,FALSE POSITIVE
4231,8022244,CONFIRMED
4232,8022489,CONFIRMED
4234,8023317,FALSE POSITIVE
4235,8025596,CONFIRMED
4236,8025718,FALSE POSITIVE
4237,8026752,CONFIRMED
4238,8027902,FALSE POSITIVE
4239,8028465,FALSE POSITIVE
4240,8029197,FALSE POSITIVE
4241,8029848,FALSE POSITIVE
4242,8030148,CONFIRMED
4243,8030339,FALSE POSITIVE
4244,8035322,FALSE POSITIVE
4245,8036287,CONFIRMED
4246,8036863,FALSE POSITIVE
4247,8037038,CONFIRMED
4248,8037145,CONFIRMED
4249,8037926,FALSE POSITIVE
4250,8039892,CONFIRMED
4251,8039925,FALSE POSITIVE
4254,8041216,CONFIRMED
4255,8042453,CONFIRMED
4257,8042747,FALSE POSITIVE
4258,8042789,FALSE POSITIVE
4259,8042835,FALSE POSITIVE
4260,8043052,FALSE POSITIVE
4261,8043638,CONFIRMED
4262,8043714,FALSE POSITIVE
4263,8043721,FALSE POSITIVE
4264,8043882,FALSE POSITIVE
4265,8043968,FALSE POSITIVE
4267,8044600,FALSE POSITIVE
4268,8044608,FALSE POSITIVE
4270,8046689,FALSE POSITIVE
4271,8047283,FALSE POSITIVE
4272,8047428,CONFIRMED
4273,8051946,CONFIRMED
4274,8052474,FALSE POSITIVE
4277,8056651,FALSE POSITIVE
4278,8056665,CONFIRMED
4279,8058507,FALSE POSITIVE
4280,8073705,CONFIRMED
4281,8073806,CONFIRMED
4283,8074805,FALSE POSITIVE
4284,8075618,FALSE POSITIVE
4286,8076630,FALSE POSITIVE
4287,8077137,CONFIRMED
4288,8078502,CONFIRMED
4289,8081187,CONFIRMED
4290,8081239,CONFIRMED
4291,8081389,FALSE POSITIVE
4292,8081482,FALSE POSITIVE
4293,8081899,CONFIRMED
4294,8081905,CONFIRMED
4295,8082001,CONFIRMED
4296,8087812,CONFIRMED
4297,8088354,FALSE POSITIVE
4300,8094140,FALSE POSITIVE
4301,8094221,FALSE POSITIVE
4303,8095099,FALSE POSITIVE
4304,8095110,FALSE POSITIVE
4305,8095441,CONFIRMED
4307,8097825,FALSE POSITIVE
4309,8098300,FALSE POSITIVE
4310,8098515,FALSE POSITIVE
4311,8098728,FALSE POSITIVE
4313,8099138,CONFIRMED
4315,8104030,FALSE POSITIVE
4316,8104207,FALSE POSITIVE
4317,8104436,FALSE POSITIVE
4318,8105398,CONFIRMED
4320,8106112,FALSE POSITIVE
4321,8106139,FALSE POSITIVE
4322,8106610,FALSE POSITIVE
4323,8106973,FALSE POSITIVE
4324,8107034,FALSE POSITIVE
4325,8107115,FALSE POSITIVE
4327,8107225,CONFIRMED
4328,8107380,CONFIRMED
4330,8108437,FALSE POSITIVE
4331,8108450,FALSE POSITIVE
4332,8109107,FALSE POSITIVE
4333,8109692,FALSE POSITIVE
4334,8110733,FALSE POSITIVE
4336,8110758,FALSE POSITIVE
4337,8110767,CONFIRMED
4338,8111381,FALSE POSITIVE
4339,8111622,FALSE POSITIVE
4340,8111919,FALSE POSITIVE
4341,8112013,FALSE POSITIVE
4342,8112324,FALSE POSITIVE
4343,8113154,FALSE POSITIVE
4345,8120608,CONFIRMED
4347,8121067,FALSE POSITIVE
4348,8121310,CONFIRMED
4350,8123170,FALSE POSITIVE
4351,8123937,FALSE POSITIVE
4352,8125580,CONFIRMED
4354,8126531,FALSE POSITIVE
4355,8126558,CONFIRMED
4356,8127586,FALSE POSITIVE
4357,8127607,FALSE POSITIVE
4358,8127639,FALSE POSITIVE
4359,8127648,FALSE POSITIVE
4360,8128067,FALSE POSITIVE
4361,8128247,FALSE POSITIVE
4362,8128965,FALSE POSITIVE
4363,8129005,FALSE POSITIVE
4364,8129042,FALSE POSITIVE
4365,8129189,FALSE POSITIVE
4367,8129641,FALSE POSITIVE
4368,8142787,CONFIRMED
4369,8142942,CONFIRMED
4370,8143170,FALSE POSITIVE
4371,8145789,FALSE POSITIVE
4373,8149484,FALSE POSITIVE
4374,8150320,CONFIRMED
4375,8151055,CONFIRMED
4376,8153568,FALSE POSITIVE
4377,8155368,FALSE POSITIVE
4378,8155584,FALSE POSITIVE
4380,8156120,CONFIRMED
4381,8158127,CONFIRMED
4382,8158324,FALSE POSITIVE
4384,8160953,CONFIRMED
4385,8161561,CONFIRMED
4386,8161830,FALSE POSITIVE
4387,8162376,FALSE POSITIVE
4389,8162790,FALSE POSITIVE
4391,8164012,CONFIRMED
4392,8164257,CONFIRMED
4393,8164262,FALSE POSITIVE
4395,8165946,CONFIRMED
4397,8167938,FALSE POSITIVE
4398,8167959,FALSE POSITIVE
4399,8167978,FALSE POSITIVE
4400,8167996,CONFIRMED
4401,8168187,CONFIRMED
4403,8168581,FALSE POSITIVE
4404,8174625,CONFIRMED
4405,8175131,FALSE POSITIVE
4406,8176019,FALSE POSITIVE
4408,8176650,FALSE POSITIVE
4409,8176653,FALSE POSITIVE
4410,8177798,FALSE POSITIVE
4411,8178616,FALSE POSITIVE
4412,8179190,FALSE POSITIVE
4413,8179286,FALSE POSITIVE
4414,8179325,FALSE POSITIVE
4415,8179747,FALSE POSITIVE
4416,8179973,FALSE POSITIVE
4417,8180020,FALSE POSITIVE
4418,8180063,FALSE POSITIVE
4420,8181016,FALSE POSITIVE
4422,8183288,CONFIRMED
4423,8183389,FALSE POSITIVE
4424,8183911,FALSE POSITIVE
4426,8190354,FALSE POSITIVE
4427,8191672,CONFIRMED
4428,8192427,FALSE POSITIVE
4429,8192861,FALSE POSITIVE
4430,8192911,FALSE POSITIVE
4431,8193178,CONFIRMED
4432,8193315,FALSE POSITIVE
4433,8195877,FALSE POSITIVE
4434,8196180,FALSE POSITIVE
4437,8197343,CONFIRMED
4439,8197560,FALSE POSITIVE
4440,8197761,FALSE POSITIVE
4441,8197767,FALSE POSITIVE
4443,8210018,CONFIRMED
4444,8210370,FALSE POSITIVE
4445,8210721,FALSE POSITIVE
4446,8211521,FALSE POSITIVE
4447,8211605,FALSE POSITIVE
4448,8211824,FALSE POSITIVE
4449,8212002,CONFIRMED
4451,8218274,FALSE POSITIVE
4452,8218379,CONFIRMED
4453,8219268,CONFIRMED
4454,8219673,FALSE POSITIVE
4457,8222813,CONFIRMED
4458,8223328,FALSE POSITIVE
4461,8223655,FALSE POSITIVE
4462,8226050,CONFIRMED
4463,8226720,FALSE POSITIVE
4464,8226994,CONFIRMED
4467,8227661,FALSE POSITIVE
4468,8229048,FALSE POSITIVE
4469,8229361,FALSE POSITIVE
4470,8229458,CONFIRMED
4471,8229696,CONFIRMED
4472,8230616,CONFIRMED
4473,8230809,FALSE POSITIVE
4474,8231299,FALSE POSITIVE
4475,8231667,CONFIRMED
4476,8231877,FALSE POSITIVE
4478,8233702,CONFIRMED
4479,8233802,FALSE POSITIVE
4480,8234477,FALSE POSITIVE
4481,8234889,FALSE POSITIVE
4482,8235924,CONFIRMED
4483,8240109,FALSE POSITIVE
4484,8240123,FALSE POSITIVE
4486,8240746,FALSE POSITIVE
4488,8240797,CONFIRMED
4489,8240861,FALSE POSITIVE
4490,8240904,CONFIRMED
4492,8241258,FALSE POSITIVE
4493,8241736,FALSE POSITIVE
4494,8242350,FALSE POSITIVE
4495,8242434,CONFIRMED
4496,8242681,FALSE POSITIVE
4498,8243263,FALSE POSITIVE
4499,8243283,FALSE POSITIVE
4500,8244173,FALSE POSITIVE
4501,8244190,FALSE POSITIVE
4502,8244295,FALSE POSITIVE
4503,8244947,FALSE POSITIVE
4504,8245108,FALSE POSITIVE
4505,8246781,FALSE POSITIVE
4506,8247638,CONFIRMED
4508,8247771,CONFIRMED
4510,8248939,FALSE POSITIVE
4511,8254882,FALSE POSITIVE
4512,8255058,FALSE POSITIVE
4513,8255887,CONFIRMED
4514,8256044,FALSE POSITIVE
4515,8256049,FALSE POSITIVE
4516,8256453,FALSE POSITIVE
4518,8257205,CONFIRMED
4519,8257407,FALSE POSITIVE
4520,8258103,FALSE POSITIVE
4521,8258160,FALSE POSITIVE
4522,8258171,FALSE POSITIVE
4524,8260198,FALSE POSITIVE
4526,8260234,FALSE POSITIVE
4527,8260269,FALSE POSITIVE
4528,8260902,CONFIRMED
4530,8262210,FALSE POSITIVE
4531,8262223,FALSE POSITIVE
4533,8263545,CONFIRMED
4534,8263746,FALSE POSITIVE
4535,8263752,FALSE POSITIVE
4536,8264070,FALSE POSITIVE
4537,8264097,FALSE POSITIVE
4539,8265156,FALSE POSITIVE
4541,8265239,FALSE POSITIVE
4542,8265520,FALSE POSITIVE
4543,8265990,FALSE POSITIVE
4545,8277797,CONFIRMED
4547,8278371,CONFIRMED
4550,8279765,FALSE POSITIVE
4551,8280511,CONFIRMED
4552,8282651,CONFIRMED
4553,8282846,CONFIRMED
4555,8285254,FALSE POSITIVE
4556,8285970,FALSE POSITIVE
4557,8288404,FALSE POSITIVE
4558,8288719,FALSE POSITIVE
4559,8288741,FALSE POSITIVE
4560,8288947,CONFIRMED
4561,8292840,CONFIRMED
4562,8293631,FALSE POSITIVE
4563,8294484,FALSE POSITIVE
4566,8295671,FALSE POSITIVE
4567,8296467,FALSE POSITIVE
4570,8299947,FALSE POSITIVE
4571,8299955,FALSE POSITIVE
4572,8300828,FALSE POSITIVE
4573,8301013,FALSE POSITIVE
4575,8302302,FALSE POSITIVE
4576,8302450,FALSE POSITIVE
4577,8302455,FALSE POSITIVE
4578,8302473,FALSE POSITIVE
4579,8307354,FALSE POSITIVE
4581,8308070,FALSE POSITIVE
4582,8308260,FALSE POSITIVE
4585,8308639,FALSE POSITIVE
4586,8308682,FALSE POSITIVE
4587,8309169,FALSE POSITIVE
4588,8311864,CONFIRMED
4589,8312222,FALSE POSITIVE
4590,8312852,FALSE POSITIVE
4592,8313697,FALSE POSITIVE
4593,8314801,FALSE POSITIVE
4594,8316503,FALSE POSITIVE
4596,8321314,CONFIRMED
4597,8323753,FALSE POSITIVE
4604,8330548,FALSE POSITIVE
4605,8330575,FALSE POSITIVE
4606,8331612,CONFIRMED
4608,8332986,FALSE POSITIVE
4609,8344004,CONFIRMED
4610,8345172,FALSE POSITIVE
4611,8345358,FALSE POSITIVE
4613,8345473,FALSE POSITIVE
4614,8346392,CONFIRMED
4616,8349405,FALSE POSITIVE
4617,8349582,CONFIRMED
4618,8351704,CONFIRMED
4619,8351919,FALSE POSITIVE
4621,8352016,FALSE POSITIVE
4622,8352537,CONFIRMED
4625,8355239,CONFIRMED
4626,8356054,FALSE POSITIVE
4627,8358008,FALSE POSITIVE
4628,8358012,FALSE POSITIVE
4629,8359498,CONFIRMED
4632,8360640,CONFIRMED
4633,8361905,CONFIRMED
4635,8364115,FALSE POSITIVE
4636,8364119,FALSE POSITIVE
4638,8364969,FALSE POSITIVE
4640,8367113,CONFIRMED
4641,8367298,FALSE POSITIVE
4642,8367644,CONFIRMED
4644,8374394,FALSE POSITIVE
4645,8374494,FALSE POSITIVE
4646,8374499,FALSE POSITIVE
4647,8374580,FALSE POSITIVE
4648,8374741,FALSE POSITIVE
4650,8377197,FALSE POSITIVE
4652,8378634,FALSE POSITIVE
4653,8378656,FALSE POSITIVE
4654,8378922,FALSE POSITIVE
4655,8379021,FALSE POSITIVE
4656,8379547,FALSE POSITIVE
4657,8379705,CONFIRMED
4658,8380709,CONFIRMED
4659,8380743,FALSE POSITIVE
4660,8381204,CONFIRMED
4661,8381592,FALSE POSITIVE
4662,8381693,FALSE POSITIVE
4663,8382339,FALSE POSITIVE
4664,8386035,FALSE POSITIVE
4667,8394721,CONFIRMED
4668,8395660,CONFIRMED
4669,8395860,FALSE POSITIVE
4674,8397446,FALSE POSITIVE
4675,8397675,FALSE POSITIVE
4676,8397947,FALSE POSITIVE
4677,8398290,FALSE POSITIVE
4678,8409295,CONFIRMED
4679,8409588,FALSE POSITIVE
4680,8410415,CONFIRMED
4681,8410727,CONFIRMED
4682,8411947,FALSE POSITIVE
4683,8413968,FALSE POSITIVE
4684,8414159,FALSE POSITIVE
4685,8414216,FALSE POSITIVE
4686,8414716,CONFIRMED
4687,8414907,FALSE POSITIVE
4688,8414914,FALSE POSITIVE
4689,8415200,CONFIRMED
4691,8415745,FALSE POSITIVE
4692,8415863,FALSE POSITIVE
4693,8416523,CONFIRMED
4694,8417078,CONFIRMED
4695,8418018,FALSE POSITIVE
4696,8418129,FALSE POSITIVE
4698,8423903,FALSE POSITIVE
4699,8424002,CONFIRMED
4700,8426567,CONFIRMED
4701,8429014,FALSE POSITIVE
4702,8429314,CONFIRMED
4703,8429415,FALSE POSITIVE
4704,8429450,FALSE POSITIVE
4705,8429566,FALSE POSITIVE
4706,8429668,FALSE POSITIVE
4709,8430105,FALSE POSITIVE
4710,8430964,CONFIRMED
4711,8432034,FALSE POSITIVE
4713,8435232,FALSE POSITIVE
4714,8435247,FALSE POSITIVE
4715,8439323,CONFIRMED
4718,8440062,FALSE POSITIVE
4719,8442463,FALSE POSITIVE
4721,8443265,FALSE POSITIVE
4724,8444552,FALSE POSITIVE
4726,8445775,FALSE POSITIVE
4727,8453191,FALSE POSITIVE
4728,8453211,FALSE POSITIVE
4729,8453214,FALSE POSITIVE
4730,8453324,FALSE POSITIVE
4731,8453851,FALSE POSITIVE
4732,8454250,FALSE POSITIVE
4734,8458207,FALSE POSITIVE
4735,8459354,FALSE POSITIVE
4736,8459663,CONFIRMED
4737,8460600,FALSE POSITIVE
4738,8460634,FALSE POSITIVE
4739,8462258,FALSE POSITIVE
4740,8463346,CONFIRMED
4741,8474892,FALSE POSITIVE
4742,8474898,FALSE POSITIVE
4743,8478994,CONFIRMED
4744,8479107,FALSE POSITIVE
4745,8479386,FALSE POSITIVE
4746,8480285,CONFIRMED
4747,8480582,CONFIRMED
4748,8480642,FALSE POSITIVE
4749,8481129,CONFIRMED
4751,8482513,FALSE POSITIVE
4752,8483021,FALSE POSITIVE
4753,8483241,FALSE POSITIVE
4754,8483258,FALSE POSITIVE
4755,8483366,FALSE POSITIVE
4756,8487645,FALSE POSITIVE
4757,8487748,FALSE POSITIVE
4758,8487777,FALSE POSITIVE
4759,8487805,FALSE POSITIVE
4760,8487838,FALSE POSITIVE
4762,8488876,FALSE POSITIVE
4763,8488878,FALSE POSITIVE
4765,8490993,CONFIRMED
4766,8491277,CONFIRMED
4767,8491745,FALSE POSITIVE
4768,8492026,CONFIRMED
4769,8492101,FALSE POSITIVE
4771,8494142,CONFIRMED
4773,8494410,FALSE POSITIVE
4774,8494542,CONFIRMED
4775,8494617,CONFIRMED
4777,8495232,FALSE POSITIVE
4778,8495415,CONFIRMED
4779,8499922,FALSE POSITIVE
4780,8501062,FALSE POSITIVE
4781,8504570,FALSE POSITIVE
4783,8505670,CONFIRMED
4784,8505674,FALSE POSITIVE
4785,8505920,CONFIRMED
4786,8506766,FALSE POSITIVE
4787,8507073,FALSE POSITIVE
4788,8507475,CONFIRMED
4790,8508126,FALSE POSITIVE
4791,8508493,FALSE POSITIVE
4792,8509346,FALSE POSITIVE
4793,8509361,FALSE POSITIVE
4795,8509781,FALSE POSITIVE
4796,8510197,FALSE POSITIVE
4797,8516349,FALSE POSITIVE
4798,8517303,FALSE POSITIVE
4799,8517433,FALSE POSITIVE
4800,8519253,FALSE POSITIVE
4801,8521059,FALSE POSITIVE
4802,8524110,FALSE POSITIVE
4803,8524346,FALSE POSITIVE
4806,8526387,FALSE POSITIVE
4808,8540376,CONFIRMED
4809,8542879,FALSE POSITIVE
4810,8543100,CONFIRMED
4811,8543278,FALSE POSITIVE
4812,8543279,FALSE POSITIVE
4813,8544992,CONFIRMED
4814,8544996,CONFIRMED
4815,8545603,FALSE POSITIVE
4816,8546464,FALSE POSITIVE
4818,8547140,CONFIRMED
4820,8547366,FALSE POSITIVE
4821,8547429,CONFIRMED
4822,8547525,FALSE POSITIVE
4824,8548069,FALSE POSITIVE
4825,8548403,FALSE POSITIVE
4826,8548427,FALSE POSITIVE
4829,8552498,FALSE POSITIVE
4830,8552500,FALSE POSITIVE
4831,8552540,FALSE POSITIVE
4832,8552565,FALSE POSITIVE
4833,8552583,FALSE POSITIVE
4834,8552587,FALSE POSITIVE
4835,8552607,FALSE POSITIVE
4836,8552719,FALSE POSITIVE
4837,8553788,FALSE POSITIVE
4838,8553907,FALSE POSITIVE
4840,8554701,CONFIRMED
4842,8556077,FALSE POSITIVE
4843,8557246,FALSE POSITIVE
4844,8557374,CONFIRMED
4845,8558011,CONFIRMED
4846,8559152,CONFIRMED
4847,8559589,FALSE POSITIVE
4848,8559644,CONFIRMED
4849,8559796,FALSE POSITIVE
4850,8559863,FALSE POSITIVE
4851,8560280,FALSE POSITIVE
4852,8560285,FALSE POSITIVE
4853,8560475,FALSE POSITIVE
4854,8560804,FALSE POSITIVE
4855,8560840,FALSE POSITIVE
4856,8560861,FALSE POSITIVE
4857,8560927,FALSE POSITIVE
4858,8560940,FALSE POSITIVE
4859,8561063,CONFIRMED
4860,8561192,FALSE POSITIVE
4861,8561231,CONFIRMED
4862,8564587,CONFIRMED
4863,8564674,CONFIRMED
4864,8564976,FALSE POSITIVE
4865,8565266,CONFIRMED
4866,8565900,FALSE POSITIVE
4867,8565912,FALSE POSITIVE
4869,8569819,FALSE POSITIVE
4871,8570333,CONFIRMED
4873,8572168,FALSE POSITIVE
4874,8572936,FALSE POSITIVE
4875,8573168,FALSE POSITIVE
4876,8573193,CONFIRMED
4877,8574270,FALSE POSITIVE
4879,8575061,FALSE POSITIVE
4880,8578780,CONFIRMED
4881,8579684,FALSE POSITIVE
4882,8580438,FALSE POSITIVE
4883,8581232,FALSE POSITIVE
4885,8581658,FALSE POSITIVE
4886,8582291,FALSE POSITIVE
4887,8583696,CONFIRMED
4888,8587439,FALSE POSITIVE
4889,8588377,FALSE POSITIVE
4890,8588982,FALSE POSITIVE
4891,8589731,FALSE POSITIVE
4892,8589754,FALSE POSITIVE
4894,8590527,FALSE POSITIVE
4895,8590776,FALSE POSITIVE
4896,8590780,FALSE POSITIVE
4897,8591173,CONFIRMED
4898,8591693,CONFIRMED
4899,8604993,FALSE POSITIVE
4900,8605074,FALSE POSITIVE
4901,8607720,FALSE POSITIVE
4902,8608490,FALSE POSITIVE
4903,8608544,FALSE POSITIVE
4904,8609450,CONFIRMED
4905,8610483,FALSE POSITIVE
4906,8611257,CONFIRMED
4907,8611344,FALSE POSITIVE
4908,8611781,CONFIRMED
4909,8611832,CONFIRMED
4910,8612275,CONFIRMED
4911,8612291,FALSE POSITIVE
4912,8612847,CONFIRMED
4913,8613218,FALSE POSITIVE
4914,8613338,FALSE POSITIVE
4916,8613535,CONFIRMED
4918,8616637,CONFIRMED
4920,8617363,CONFIRMED
4921,8618147,FALSE POSITIVE
4922,8618226,FALSE POSITIVE
4923,8620402,CONFIRMED
4924,8620561,FALSE POSITIVE
4925,8620565,FALSE POSITIVE
4926,8621026,FALSE POSITIVE
4927,8621348,FALSE POSITIVE
4928,8621353,FALSE POSITIVE
4929,8622875,FALSE POSITIVE
4933,8625732,FALSE POSITIVE
4934,8625813,FALSE POSITIVE
4935,8625821,FALSE POSITIVE
4936,8625925,CONFIRMED
4939,8628758,CONFIRMED
4941,8628973,CONFIRMED
4942,8630788,CONFIRMED
4943,8630840,FALSE POSITIVE
4945,8631504,CONFIRMED
4947,8635938,FALSE POSITIVE
4948,8636333,CONFIRMED
4949,8636434,CONFIRMED
4951,8636600,CONFIRMED
4953,8639155,FALSE POSITIVE
4955,8644288,CONFIRMED
4959,8645191,FALSE POSITIVE
4960,8646141,FALSE POSITIVE
4961,8647295,FALSE POSITIVE
4962,8649876,FALSE POSITIVE
4963,8651389,CONFIRMED
4964,8651551,FALSE POSITIVE
4965,8652360,FALSE POSITIVE
4966,8652577,FALSE POSITIVE
4968,8652999,FALSE POSITIVE
4969,8653134,CONFIRMED
4970,8655076,FALSE POSITIVE
4971,8655354,FALSE POSITIVE
4972,8655458,FALSE POSITIVE
4974,8668810,FALSE POSITIVE
4975,8669092,FALSE POSITIVE
4976,8671707,FALSE POSITIVE
4977,8672910,CONFIRMED
4979,8676038,FALSE POSITIVE
4980,8676061,FALSE POSITIVE
4981,8676148,CONFIRMED
4983,8677186,FALSE POSITIVE
4984,8678345,FALSE POSITIVE
4985,8678594,CONFIRMED
4986,8678664,FALSE POSITIVE
4987,8678691,FALSE POSITIVE
4988,8680979,CONFIRMED
4989,8681734,CONFIRMED
4990,8681833,CONFIRMED
4992,8682751,FALSE POSITIVE
4993,8683144,FALSE POSITIVE
4995,8685497,CONFIRMED
4996,8686097,CONFIRMED
4997,8686150,FALSE POSITIVE
4998,8686373,CONFIRMED
5000,8686761,FALSE POSITIVE
5001,8687088,FALSE POSITIVE
5002,8689031,CONFIRMED
5003,8689373,CONFIRMED
5004,8689793,CONFIRMED
5005,8690001,FALSE POSITIVE
5006,8692861,CONFIRMED
5008,8694309,FALSE POSITIVE
5010,8695779,FALSE POSITIVE
5011,8700506,FALSE POSITIVE
5012,8700537,FALSE POSITIVE
5013,8700558,FALSE POSITIVE
5014,8700771,CONFIRMED
5016,8701327,FALSE POSITIVE
5018,8702921,FALSE POSITIVE
5020,8703491,FALSE POSITIVE
5021,8703506,FALSE POSITIVE
5022,8703884,FALSE POSITIVE
5023,8703887,FALSE POSITIVE
5025,8709688,CONFIRMED
5026,8711548,FALSE POSITIVE
5027,8711794,CONFIRMED
5028,8712863,FALSE POSITIVE
5029,8713828,FALSE POSITIVE
5030,8715564,FALSE POSITIVE
5032,8718273,FALSE POSITIVE
5033,8719324,FALSE POSITIVE
5034,8719419,FALSE POSITIVE
5035,8719897,FALSE POSITIVE
5036,8733497,FALSE POSITIVE
5037,8733898,CONFIRMED
5038,8736245,FALSE POSITIVE
5039,8737343,FALSE POSITIVE
5040,8737796,FALSE POSITIVE
5041,8738115,FALSE POSITIVE
5042,8738244,FALSE POSITIVE
5043,8738735,CONFIRMED
5044,8738775,CONFIRMED
5045,8739209,FALSE POSITIVE
5046,8740744,FALSE POSITIVE
5049,8742270,FALSE POSITIVE
5050,8742590,CONFIRMED
5051,8742735,FALSE POSITIVE
5052,8743082,FALSE POSITIVE
